concurso;data_sorteio;data_extracao;numero;time1;gols_time1;time2;gols_time2;resultado
18;14/06/2002;2025-10-04 17:30:27;7;AFRICA DO SUL;2;ESPANHA;3;ESPANHA
18;14/06/2002;2025-10-04 17:30:27;8;NIGERIA;0;INGLATERRA;0;EMPATE
18;14/06/2002;2025-10-04 17:30:27;9;SUECIA;1;ARGENTINA;1;EMPATE
18;14/06/2002;2025-10-04 17:30:27;10;ESLOVENIA;1;PARAGUAI;3;PARAGUAI
18;14/06/2002;2025-10-04 17:30:27;11;SENEGAL;3;URUGUAI;3;EMPATE
18;14/06/2002;2025-10-04 17:30:27;12;TUNISIA;0;JAPAO;2;JAPAO
18;14/06/2002;2025-10-04 17:30:27;13;POLONIA;3;ESTADOS UNIDOS;1;POLONIA
18;14/06/2002;2025-10-04 17:30:27;14;TURQUIA;3;CHINA;0;TURQUIA
19;18/06/2002;2025-10-04 17:30:33;1;BRASIL;2;BELGICA;0;BRASIL
19;18/06/2002;2025-10-04 17:30:33;2;SUECIA;1;SENEGAL;1;EMPATE
19;18/06/2002;2025-10-04 17:30:33;3;MEXICO;0;ESTADOS UNIDOS;2;ESTADOS UNIDOS
19;18/06/2002;2025-10-04 17:30:33;4;JAPAO;0;TURQUIA;1;TURQUIA
19;18/06/2002;2025-10-04 17:30:33;5;COREIA DO SUL;1;ITALIA;1;EMPATE
19;18/06/2002;2025-10-04 17:30:33;6;ESPANHA;1;IRLANDA;1;EMPATE
19;18/06/2002;2025-10-04 17:30:33;7;NAUTICO/PE;1;CENTRAL/PE;0;NAUTICO/PE
19;18/06/2002;2025-10-04 17:30:33;8;PORTO/PE;1;SANTA CRUZ/PE;2;SANTA CRUZ/PE
19;18/06/2002;2025-10-04 17:30:33;9;SERGIPE/SE;1;OLIMPICO/SE;0;SERGIPE/SE
19;18/06/2002;2025-10-04 17:30:33;10;FERROVIARIO/CE;0;FORTALEZA/CE;1;FORTALEZA/CE
19;18/06/2002;2025-10-04 17:30:33;11;CFZ-BSB/DF;1;BRASILIENSE/DF;0;CFZ-BSB/DF
19;18/06/2002;2025-10-04 17:30:33;12;FIGUEIRENSE/SC;3;AVAI/SC;0;FIGUEIRENSE/SC
19;18/06/2002;2025-10-04 17:30:33;13;CRICIUMA/SC;5;JOINVILLE/SC;1;CRICIUMA/SC
19;18/06/2002;2025-10-04 17:30:33;14;TUBARAO/SC;5;CHAPECOENSE/SC;2;TUBARAO/SC
20;24/06/2002;2025-10-04 17:30:39;1;SANTA CRUZ/PE;1;NAUTICO/PE;0;SANTA CRUZ/PE
20;24/06/2002;2025-10-04 17:30:39;2;INTERCONTINENTAL/PE;4;SPORT RECIFE/PE;2;INTERCONTINENTAL/PE
20;24/06/2002;2025-10-04 17:30:39;3;PETROLINA/PE;2;CENTRAL/PE;0;PETROLINA/PE
20;24/06/2002;2025-10-04 17:30:39;4;FIGUEIRENSE/SC;4;JOINVILLE/SC;0;FIGUEIRENSE/SC
20;24/06/2002;2025-10-04 17:30:39;5;CRICIUMA/SC;1;TUBARAO/SC;1;EMPATE
20;24/06/2002;2025-10-04 17:30:39;6;MARCILIO DIAS/SC;3;CHAPECOENSE/SC;2;MARCILIO DIAS/SC
20;24/06/2002;2025-10-04 17:30:39;7;GAMA/DF;2;BANDEIRANTE/DF;1;GAMA/DF
20;24/06/2002;2025-10-04 17:30:39;8;BRASILIENSE/DF;3;CEILANDIA/DF;0;BRASILIENSE/DF
20;24/06/2002;2025-10-04 17:30:39;9;BRAZLANDIA/DF;0;CFZ-BSB/DF;1;CFZ-BSB/DF
20;24/06/2002;2025-10-04 17:30:39;10;E. C. OSASCO/SP;3;TAUBATE/SP;0;E. C. OSASCO/SP
20;24/06/2002;2025-10-04 17:30:39;11;PALMEIRAS B/SP;1;JABOTICABAL/SP;1;EMPATE
20;24/06/2002;2025-10-04 17:30:39;12;FERROVIARIA/SP;0;OESTE/SP;2;OESTE/SP
20;24/06/2002;2025-10-04 17:30:39;13;LAGARTENSE/SE;0;SERGIPE/SE;4;SERGIPE/SE
20;24/06/2002;2025-10-04 17:30:39;14;CONFIANCA/SE;0;ITABAIANA/SE;0;EMPATE
21;01/07/2002;2025-10-04 17:30:44;1;JOINVILLE/SC;2;AVAI/SC;0;JOINVILLE/SC
21;01/07/2002;2025-10-04 17:30:44;2;MARCILIO DIAS/SC;2;CRICIUMA/SC;1;MARCILIO DIAS/SC
21;01/07/2002;2025-10-04 17:30:44;3;FIGUEIRENSE/SC;5;TUBARAO/SC;1;FIGUEIRENSE/SC
21;01/07/2002;2025-10-04 17:30:44;4;LAGARTENSE/SE;1;CONFIANCA/SE;1;EMPATE
21;01/07/2002;2025-10-04 17:30:44;5;OLIMPICO/SE;1;ITABAIANA/SE;1;EMPATE
21;01/07/2002;2025-10-04 17:30:44;6;SERGIPE/SE;2;GUARANY/SE;0;SERGIPE/SE
21;01/07/2002;2025-10-04 17:30:44;7;OESTE/SP;2;PALMEIRAS-B/SP;0;OESTE/SP
21;01/07/2002;2025-10-04 17:30:44;8;TAUBATE/SP;0;TAQUARITINGA/SP;2;TAQUARITINGA/SP
21;01/07/2002;2025-10-04 17:30:44;9;XV NOV. JAU/SP;0;SERTAOZINHO/SP;1;SERTAOZINHO/SP
21;01/07/2002;2025-10-04 17:30:44;10;XV NOV PIRACICABA/SP;1;E. C. OSASCO/SP;0;XV NOV PIRACICABA/SP
21;01/07/2002;2025-10-04 17:30:44;11;NOROESTE/SP;0;BARRETOS/SP;1;BARRETOS/SP
21;01/07/2002;2025-10-04 17:30:44;12;CEILANDIA/DF;2;BANDEIRANTE/DF;2;EMPATE
21;01/07/2002;2025-10-04 17:30:44;13;BRASILIENSE/DF;4;BRAZLANDIA/DF;0;BRASILIENSE/DF
21;01/07/2002;2025-10-04 17:30:44;14;CFZ-BSB/DF;1;GAMA/DF;1;EMPATE
22;11/07/2002;2025-10-04 17:30:50;1;PALMEIRAS/SP;1;VASCO DA GAMA/RJ;1;EMPATE
22;11/07/2002;2025-10-04 17:30:50;2;CRUZEIRO/MG;1;SAO PAULO/SP;1;EMPATE
22;11/07/2002;2025-10-04 17:30:50;3;ATHLETICO/PR;1;SAO  CAETANO/SP;2;SAO  CAETANO/SP
22;11/07/2002;2025-10-04 17:30:50;4;GOIAS/GO;0;FLAMENGO/RJ;3;FLAMENGO/RJ
22;11/07/2002;2025-10-04 17:30:50;5;BAHIA/BA;3;ATLETICO/MG;1;BAHIA/BA
22;11/07/2002;2025-10-04 17:30:50;6;GREMIO/RS;0;VITORIA/BA;0;EMPATE
22;11/07/2002;2025-10-04 17:30:50;7;NAUTICO/PE;1;CORINTHIANS/SP;1;EMPATE
22;11/07/2002;2025-10-04 17:30:50;8;PAYSANDU/PA;0;FLUMINENSE/RJ;0;EMPATE
22;11/07/2002;2025-10-04 17:30:50;9;CONFIANCA/SE;1;OLIMPICO/SE;1;EMPATE
22;11/07/2002;2025-10-04 17:30:50;10;ITABAIANA/SE;2;SERGIPE/SE;1;ITABAIANA/SE
22;11/07/2002;2025-10-04 17:30:50;11;SERRANO/PB;3;BOTAFOGO/PB;3;EMPATE
22;11/07/2002;2025-10-04 17:30:50;12;GUARANY/SE;3;LAGARTENSE/SE;1;GUARANY/SE
22;11/07/2002;2025-10-04 17:30:50;13;ATLETICO/PB;4;TREZE/PB;1;ATLETICO/PB
22;11/07/2002;2025-10-04 17:30:50;14;CAMPINENSE/PB;2;SOUSA/PB;1;CAMPINENSE/PB
23;15/07/2002;2025-10-04 17:30:56;1;GREMIO/RS;0;SAO PAULO/SP;2;SAO PAULO/SP
23;15/07/2002;2025-10-04 17:30:56;2;SAO CAETANO/SP;0;FLAMENGO/RJ;1;FLAMENGO/RJ
23;15/07/2002;2025-10-04 17:30:56;3;GOIAS/GO;3;ATHLETICO/PR;2;GOIAS/GO
23;15/07/2002;2025-10-04 17:30:56;4;CORINTHIANS/SP;0;FLUMINENSE/RJ;1;FLUMINENSE/RJ
23;15/07/2002;2025-10-04 17:30:56;5;PALMEIRAS/SP;2;ATLETICO/MG;1;PALMEIRAS/SP
23;15/07/2002;2025-10-04 17:30:56;6;BAHIA/BA;1;VASCO/RJ;0;BAHIA/BA
23;15/07/2002;2025-10-04 17:30:56;7;VITORIA/BA;0;CRUZEIRO/MG;1;CRUZEIRO/MG
23;15/07/2002;2025-10-04 17:30:56;8;NAUTICO/PE;2;PAYSANDU/PA;3;PAYSANDU/PA
23;15/07/2002;2025-10-04 17:30:56;9;SERGIPE/SE;0;CONFIANCA/SE;0;EMPATE
23;15/07/2002;2025-10-04 17:30:56;10;ITABAIANA/SE;2;GUARANY/SE;0;ITABAIANA/SE
23;15/07/2002;2025-10-04 17:30:56;11;OLIMPICO/SE;1;LAGARTENSE/SE;2;LAGARTENSE/SE
23;15/07/2002;2025-10-04 17:30:56;12;CAMPINENSE/PB;2;TREZE/PB;2;EMPATE
23;15/07/2002;2025-10-04 17:30:56;13;ATLETICO/PB;3;SERRANO/PB;2;ATLETICO/PB
23;15/07/2002;2025-10-04 17:30:56;14;SOUSA/PB;0;BOTAFOGO/PB;0;EMPATE
24;22/07/2002;2025-10-04 17:31:02;1;FERROVIARIO/CE;1;FORTALEZA/CE;1;EMPATE
24;22/07/2002;2025-10-04 17:31:02;2;BOA VIAGEM/CE;1;CEARA/CE;2;CEARA/CE
24;22/07/2002;2025-10-04 17:31:02;3;LIMOEIRO/CE;1;MARANGUAPE/CE;5;MARANGUAPE/CE
24;22/07/2002;2025-10-04 17:31:02;4;TREZE/PB;2;SERRANO/PB;1;TREZE/PB
24;22/07/2002;2025-10-04 17:31:02;5;ATLETICO/PB;2;SOUSA/PB;0;ATLETICO/PB
24;22/07/2002;2025-10-04 17:31:02;6;BOTAFOGO/PB;0;CAMPINENSE/PB;1;CAMPINENSE/PB
24;22/07/2002;2025-10-04 17:31:02;7;GUAPIRA/SP;0;TUPA/SP;0;EMPATE
24;22/07/2002;2025-10-04 17:31:02;8;ECUS/SP;3;CAPIVARIANO/SP;1;ECUS/SP
24;22/07/2002;2025-10-04 17:31:02;9;BATATAIS/SP;2;VELO CLUBE/SP;1;BATATAIS/SP
24;22/07/2002;2025-10-04 17:31:02;10;GUARULHOS/SP;1;PRIMAVERA/SP;0;GUARULHOS/SP
24;22/07/2002;2025-10-04 17:31:02;11;RIO CLARO/SP;1;GUARATINGUETA/SP;0;RIO CLARO/SP
24;22/07/2002;2025-10-04 17:31:02;12;SANTA RITENSE/SP;3;MONTE AZUL/SP;1;SANTA RITENSE/SP
24;22/07/2002;2025-10-04 17:31:02;13;CORINTHIANS B/SP;5;GUACUANO/SP;0;CORINTHIANS B/SP
24;22/07/2002;2025-10-04 17:31:02;14;MONTENEGRO/SP;1;PONTE PRETA B/SP;0;MONTENEGRO/SP
25;30/07/2002;2025-10-04 17:31:08;1;FORTALEZA/CE;3;CEARA/CE;1;FORTALEZA/CE
25;30/07/2002;2025-10-04 17:31:08;2;MARANGUAPE/CE;3;FERROVIARIO/CE;0;MARANGUAPE/CE
25;30/07/2002;2025-10-04 17:31:08;3;LIMOEIRO/CE;2;BOA VIAGEM/CE;2;EMPATE
25;30/07/2002;2025-10-04 17:31:08;4;VELO CLUBE/SP;2;PALESTRA/SP;0;VELO CLUBE/SP
25;30/07/2002;2025-10-04 17:31:08;5;PONTE PRETA B/SP;1;JOSEENSE/SP;1;EMPATE
25;30/07/2002;2025-10-04 17:31:08;6;SOUSA/PB;2;SERRANO/PB;2;EMPATE
25;30/07/2002;2025-10-04 17:31:08;7;MONTE AZUL/SP;3;GUARULHOS/SP;1;MONTE AZUL/SP
25;30/07/2002;2025-10-04 17:31:08;8;PRIMAVERA/SP;0;RIO CLARO/SP;2;RIO CLARO/SP
25;30/07/2002;2025-10-04 17:31:08;9;XV CARAGUA/SP;0;GUAPIRA/SP;2;GUAPIRA/SP
25;30/07/2002;2025-10-04 17:31:08;10;FERNANDOPOLIS/SP;1;LEMENSE/SP;0;FERNANDOPOLIS/SP
25;30/07/2002;2025-10-04 17:31:08;11;GUARATINGUETA/SP;2;MAUAENSE/SP;1;GUARATINGUETA/SP
25;30/07/2002;2025-10-04 17:31:08;12;LINENSE/SP;1;SANTA RITENSE/SP;3;SANTA RITENSE/SP
25;30/07/2002;2025-10-04 17:31:08;13;ATLETICO/PB;1;CAMPINENSE/PB;0;ATLETICO/PB
25;30/07/2002;2025-10-04 17:31:08;14;TREZE/PB;1;BOTAFOGO/PB;2;BOTAFOGO/PB
26;05/08/2002;2025-10-04 17:31:14;1;SANTA RITENSE/SP;1;GUARATINGUETA/SP;2;GUARATINGUETA/SP
26;05/08/2002;2025-10-04 17:31:14;2;RIO CLARO/SP;2;MONTE AZUL/SP;1;RIO CLARO/SP
26;05/08/2002;2025-10-04 17:31:14;3;GUAPIRA/SP;2;FERNANDOPOLIS/SP;0;GUAPIRA/SP
26;05/08/2002;2025-10-04 17:31:14;4;PALESTRA/SP;3;TUPA/SP;1;PALESTRA/SP
26;05/08/2002;2025-10-04 17:31:14;5;BATATAIS/SP;2;XV NOV. CARAGUA/SP;2;EMPATE
26;05/08/2002;2025-10-04 17:31:14;6;GUARULHOS/SP;0;LINENSE/SP;4;LINENSE/SP
26;05/08/2002;2025-10-04 17:31:14;7;ECUS/SP;2;JALESENSE/SP;0;ECUS/SP
26;05/08/2002;2025-10-04 17:31:14;8;GUARUJA/SP;1;LENCOENSE/SP;2;LENCOENSE/SP
26;05/08/2002;2025-10-04 17:31:14;9;JOSEENSE/SP;2;GUACUANO/SP;0;JOSEENSE/SP
26;05/08/2002;2025-10-04 17:31:14;10;PENAPOLENSE/SP;0;PALMEIRINHA/SP;0;EMPATE
26;05/08/2002;2025-10-04 17:31:14;11;ELOSPORT/SP;1;PONTE PRETA B/SP;3;PONTE PRETA B/SP
26;05/08/2002;2025-10-04 17:31:14;12;CORINTHIANS B/SP;2;SC PAULISTA/SP;0;CORINTHIANS B/SP
26;05/08/2002;2025-10-04 17:31:14;13;AVAI/SC;1;GUARANI/RS;1;EMPATE
26;05/08/2002;2025-10-04 17:31:14;14;IRATY/PR;4;CALDENSE/MG;3;IRATY/PR
27;12/08/2002;2025-10-04 17:31:19;1;INTERNACIONAL/RS;1;FLAMENGO/RJ;3;FLAMENGO/RJ
27;12/08/2002;2025-10-04 17:31:19;2;ATLETICO/MG;1;CORINTHIANS/SP;2;CORINTHIANS/SP
27;12/08/2002;2025-10-04 17:31:19;3;PALMEIRAS/SP;1;GREMIO/RS;1;EMPATE
27;12/08/2002;2025-10-04 17:31:19;4;FLUMINENSE/RJ;5;CRUZEIRO/MG;1;FLUMINENSE/RJ
27;12/08/2002;2025-10-04 17:31:19;5;SANTOS/SP;2;BOTAFOGO/RJ;1;SANTOS/SP
27;12/08/2002;2025-10-04 17:31:19;6;GOIAS/GO;3;P. DESPORTOS/SP;1;GOIAS/GO
27;12/08/2002;2025-10-04 17:31:19;7;PARANA/PR;2;SAO CAETANO/SP;1;PARANA/PR
27;12/08/2002;2025-10-04 17:31:19;8;LINENSE/SP;1;RIO CLARO/SP;2;RIO CLARO/SP
27;12/08/2002;2025-10-04 17:31:19;9;BAHIA/BA;1;GAMA/DF;0;BAHIA/BA
27;12/08/2002;2025-10-04 17:31:19;10;CORITIBA/PR;1;VITORIA/BA;0;CORITIBA/PR
27;12/08/2002;2025-10-04 17:31:19;11;GUARANI/SP;2;ATHLETICO/PR;1;GUARANI/SP
27;12/08/2002;2025-10-04 17:31:19;12;JUVENTUDE/RS;1;PONTE PRETA/SP;0;JUVENTUDE/RS
27;12/08/2002;2025-10-04 17:31:19;13;SAO PAULO/SP;4;PAYSANDU/PA;2;SAO PAULO/SP
27;12/08/2002;2025-10-04 17:31:19;14;VASCO/RJ;2;FIGUEIRENSE/SC;0;VASCO/RJ
28;19/08/2002;2025-10-04 17:31:25;1;FLUMINENSE/RJ;3;GREMIO/RS;1;FLUMINENSE/RJ
28;19/08/2002;2025-10-04 17:31:25;2;CRUZEIRO/MG;0;BOTAFOGO/RJ;0;EMPATE
28;19/08/2002;2025-10-04 17:31:25;3;INTERNACIONAL/RS;1;PONTE PRETA/SP;0;INTERNACIONAL/RS
28;19/08/2002;2025-10-04 17:31:25;4;FLAMENGO/RJ;1;GOIAS/GO;1;EMPATE
28;19/08/2002;2025-10-04 17:31:25;5;SAO  CAETANO/SP;3;CORINTHIANS/SP;0;SAO  CAETANO/SP
28;19/08/2002;2025-10-04 17:31:25;6;RIO CLARO/SP;4;GUARULHOS/SP;0;RIO CLARO/SP
28;19/08/2002;2025-10-04 17:31:25;7;MONTE AZUL/SP;0;LINENSE/SP;1;LINENSE/SP
28;19/08/2002;2025-10-04 17:31:25;8;PARANA/PR;2;SAO PAULO/SP;3;SAO PAULO/SP
28;19/08/2002;2025-10-04 17:31:25;9;BAHIA/BA;1;CORITIBA/PR;2;CORITIBA/PR
28;19/08/2002;2025-10-04 17:31:25;10;JUVENTUDE/RS;2;SANTOS/SP;1;JUVENTUDE/RS
28;19/08/2002;2025-10-04 17:31:25;11;P. DESPORTOS/SP;0;FIGUEIRENSE/SC;0;EMPATE
28;19/08/2002;2025-10-04 17:31:25;12;GAMA/DF;2;VITORIA/BA;1;GAMA/DF
28;19/08/2002;2025-10-04 17:31:25;13;GUARANI/SP;1;ATLETICO/MG;4;ATLETICO/MG
28;19/08/2002;2025-10-04 17:31:25;14;ATHLETICO/PR;2;VASCO/RJ;1;ATHLETICO/PR
29;26/08/2002;2025-10-04 17:31:31;1;PALMEIRAS/SP;0;ATLETICO/MG;4;ATLETICO/MG
29;26/08/2002;2025-10-04 17:31:31;2;INTERNACIONAL/RS;2;SAO PAULO/SP;2;EMPATE
29;26/08/2002;2025-10-04 17:31:31;3;FLUMINENSE/RJ;1;SANTOS/SP;1;EMPATE
29;26/08/2002;2025-10-04 17:31:31;4;PONTE PRETA/SP;1;GREMIO/RS;1;EMPATE
29;26/08/2002;2025-10-04 17:31:31;5;FLAMENGO/RJ;1;PAYSANDU/PA;2;PAYSANDU/PA
29;26/08/2002;2025-10-04 17:31:31;6;VILA NOVA/GO;2;AMERICA/MG;0;VILA NOVA/GO
29;26/08/2002;2025-10-04 17:31:31;7;BOTAFOGO/SP;0;JOINVILLE/SC;0;EMPATE
29;26/08/2002;2025-10-04 17:31:31;8;CEARA/CE;1;AMERICANO/RJ;2;AMERICANO/RJ
29;26/08/2002;2025-10-04 17:31:31;9;GOIAS/GO;2;VASCO/RJ;4;VASCO/RJ
29;26/08/2002;2025-10-04 17:31:31;10;VITORIA/BA;2;JUVENTUDE/RS;1;VITORIA/BA
29;26/08/2002;2025-10-04 17:31:31;11;FIGUEIRENSE/SC;0;BOTAFOGO/RJ;3;BOTAFOGO/RJ
29;26/08/2002;2025-10-04 17:31:31;12;CRUZEIRO/MG;2;BAHIA/BA;1;CRUZEIRO/MG
29;26/08/2002;2025-10-04 17:31:31;13;P. DESPORTOS/SP;1;GAMA/DF;0;P. DESPORTOS/SP
29;26/08/2002;2025-10-04 17:31:31;14;CORITIBA/PR;1;CORINTHIANS/SP;2;CORINTHIANS/SP
30;02/09/2002;2025-10-04 17:31:37;1;FLAMENGO/RJ;1;CRUZEIRO/MG;1;EMPATE
30;02/09/2002;2025-10-04 17:31:37;2;CORINTHIANS/SP;0;ATHLETICO/PR;3;ATHLETICO/PR
30;02/09/2002;2025-10-04 17:31:37;3;CORITIBA/PR;2;FLUMINENSE/RJ;0;CORITIBA/PR
30;02/09/2002;2025-10-04 17:31:37;4;INTERNACIONAL/RS;3;SANTOS/SP;0;INTERNACIONAL/RS
30;02/09/2002;2025-10-04 17:31:37;5;BOTAFOGO/RJ;1;GAMA/DF;0;BOTAFOGO/RJ
30;02/09/2002;2025-10-04 17:31:37;6;VITORIA/BA;5;PAYSANDU/PA;1;VITORIA/BA
30;02/09/2002;2025-10-04 17:31:37;7;PARANA/PR;5;PALMEIRAS/SP;1;PARANA/PR
30;02/09/2002;2025-10-04 17:31:37;8;LINENSE/SP;3;PRIMAVERA/SP;1;LINENSE/SP
30;02/09/2002;2025-10-04 17:31:37;9;SANTA RITENSE/SP;3;RIO CLARO/SP;1;SANTA RITENSE/SP
30;02/09/2002;2025-10-04 17:31:37;10;GOIAS/GO;1;GUARANI/SP;2;GUARANI/SP
30;02/09/2002;2025-10-04 17:31:37;11;JUVENTUDE/RS;1;VASCO DA GAMA/RJ;0;JUVENTUDE/RS
30;02/09/2002;2025-10-04 17:31:37;12;PONTE PRETA/SP;0;SAO CAETANO/SP;1;SAO CAETANO/SP
30;02/09/2002;2025-10-04 17:31:37;13;ATLETICO/MG;0;P. DESPORTOS/SP;0;EMPATE
30;02/09/2002;2025-10-04 17:31:37;14;SAO PAULO/SP;2;GREMIO/RS;0;SAO PAULO/SP
31;09/09/2002;2025-10-04 17:31:43;1;GREMIO/RS;4;CORINTHIANS/SP;0;GREMIO/RS
31;09/09/2002;2025-10-04 17:31:43;2;VASCO DA GAMA/RJ;1;CORITIBA/PR;0;VASCO DA GAMA/RJ
31;09/09/2002;2025-10-04 17:31:43;3;ATLETICO/MG;2;PONTE PRETA/SP;0;ATLETICO/MG
31;09/09/2002;2025-10-04 17:31:43;4;FLUMINENSE/RJ;4;FIGUEIRENSE/SC;3;FLUMINENSE/RJ
31;09/09/2002;2025-10-04 17:31:43;5;GOIAS/GO;2;BOTAFOGO/RJ;2;EMPATE
31;09/09/2002;2025-10-04 17:31:43;6;JUVENTUDE/RS;2;BAHIA/BA;1;JUVENTUDE/RS
31;09/09/2002;2025-10-04 17:31:43;7;SPORT/PE;3;BOTAFOGO/SP;0;SPORT/PE
31;09/09/2002;2025-10-04 17:31:43;8;AMERICA/MG;1;SAO RAIMUNDO/AM;0;AMERICA/MG
31;09/09/2002;2025-10-04 17:31:43;9;PALMEIRAS/SP;2;GAMA/DF;2;EMPATE
31;09/09/2002;2025-10-04 17:31:43;10;SANTOS/SP;2;ATHLETICO/PR;2;EMPATE
31;09/09/2002;2025-10-04 17:31:43;11;PARANA/PR;3;FLAMENGO/RJ;0;PARANA/PR
31;09/09/2002;2025-10-04 17:31:43;12;VITORIA/BA;0;INTERNACIONAL/RS;0;EMPATE
31;09/09/2002;2025-10-04 17:31:43;13;GUARANI/SP;2;PAYSANDU/PA;0;GUARANI/SP
31;09/09/2002;2025-10-04 17:31:43;14;SAO CAETANO/SP;3;SAO PAULO/SP;0;SAO CAETANO/SP
32;16/09/2002;2025-10-04 17:31:49;1;SAO PAULO/SP;6;FLUMINENSE/RJ;0;SAO PAULO/SP
32;16/09/2002;2025-10-04 17:31:49;2;BOTAFOGO/RJ;1;VASCO DA GAMA/RJ;1;EMPATE
32;16/09/2002;2025-10-04 17:31:49;3;PARANA/PR;2;ATHLETICO/PR;2;EMPATE
32;16/09/2002;2025-10-04 17:31:49;4;SANTOS/SP;2;GREMIO/RS;0;SANTOS/SP
32;16/09/2002;2025-10-04 17:31:49;5;PALMEIRAS/SP;1;BAHIA/BA;2;BAHIA/BA
32;16/09/2002;2025-10-04 17:31:49;6;INTERNACIONAL/RS;2;FIGUEIRENSE/SC;4;FIGUEIRENSE/SC
32;16/09/2002;2025-10-04 17:31:49;7;CORITIBA/PR;3;GOIAS/GO;1;CORITIBA/PR
32;16/09/2002;2025-10-04 17:31:49;8;SANTA CRUZ/PE;1;SPORT/PE;0;SANTA CRUZ/PE
32;16/09/2002;2025-10-04 17:31:49;9;VILA NOVA/GO;2;BOTAFOGO/SP;0;VILA NOVA/GO
32;16/09/2002;2025-10-04 17:31:49;10;CRUZEIRO/MG;3;PAYSANDU/PA;1;CRUZEIRO/MG
32;16/09/2002;2025-10-04 17:31:49;11;SAO  CAETANO/SP;4;GAMA/DF;0;SAO  CAETANO/SP
32;16/09/2002;2025-10-04 17:31:49;12;VITORIA/BA;4;P. DESPORTOS/SP;3;VITORIA/BA
32;16/09/2002;2025-10-04 17:31:49;13;JUVENTUDE/RS;1;ATLETICO/MG;0;JUVENTUDE/RS
32;16/09/2002;2025-10-04 17:31:49;14;GUARANI/SP;0;CORINTHIANS/SP;0;EMPATE
33;23/09/2002;2025-10-04 17:31:55;1;ATLETICO/MG;0;FLAMENGO/RJ;3;FLAMENGO/RJ
33;23/09/2002;2025-10-04 17:31:55;2;VASCO DA GAMA/RJ;1;INTERNACIONAL/RS;1;EMPATE
33;23/09/2002;2025-10-04 17:31:55;3;ATHLETICO/PR;1;SAO PAULO/SP;1;EMPATE
33;23/09/2002;2025-10-04 17:31:55;4;GREMIO/RS;4;VITORIA/BA;0;GREMIO/RS
33;23/09/2002;2025-10-04 17:31:55;5;BOTAFOGO/RJ;0;CORITIBA/PR;2;CORITIBA/PR
33;23/09/2002;2025-10-04 17:31:55;6;P. DESPORTOS/SP;0;CRUZEIRO/MG;1;CRUZEIRO/MG
33;23/09/2002;2025-10-04 17:31:55;7;NAUTICO/PE;2;AMERICA/MG;2;EMPATE
33;23/09/2002;2025-10-04 17:31:55;8;CRICIUMA/SC;2;REMO/PA;1;CRICIUMA/SC
33;23/09/2002;2025-10-04 17:31:55;9;SANTOS/SP;1;GOIAS/GO;1;EMPATE
33;23/09/2002;2025-10-04 17:31:55;10;FIGUEIRENSE/SC;1;PALMEIRAS/SP;0;FIGUEIRENSE/SC
33;23/09/2002;2025-10-04 17:31:55;11;PAYSANDU/PA;4;PONTE PRETA/SP;3;PAYSANDU/PA
33;23/09/2002;2025-10-04 17:31:55;12;GUARANI/SP;0;JUVENTUDE/RS;0;EMPATE
33;23/09/2002;2025-10-04 17:31:55;13;SAO CAETANO/SP;1;BAHIA/BA;0;SAO CAETANO/SP
33;23/09/2002;2025-10-04 17:31:55;14;CORINTHIANS/SP;2;PARANA/PR;1;CORINTHIANS/SP
34;30/09/2002;2025-10-04 17:32:00;1;SAO PAULO/SP;2;CORINTHIANS/SP;2;EMPATE
34;30/09/2002;2025-10-04 17:32:00;2;ATHLETICO/PR;0;SAO  CAETANO/SP;1;SAO  CAETANO/SP
34;30/09/2002;2025-10-04 17:32:00;3;VASCO DA GAMA/RJ;4;P. DESPORTOS/SP;0;VASCO DA GAMA/RJ
34;30/09/2002;2025-10-04 17:32:00;4;CRUZEIRO/MG;2;JUVENTUDE/RS;1;CRUZEIRO/MG
34;30/09/2002;2025-10-04 17:32:00;5;PONTE PRETA/SP;3;FLAMENGO/RJ;1;PONTE PRETA/SP
34;30/09/2002;2025-10-04 17:32:00;6;INTERNACIONAL/RS;1;PARANA/PR;2;PARANA/PR
34;30/09/2002;2025-10-04 17:32:00;7;VILA NOVA/GO;3;NAUTICO/PE;2;VILA NOVA/GO
34;30/09/2002;2025-10-04 17:32:00;8;CEARA/CE;2;AMERICA/RN;0;CEARA/CE
34;30/09/2002;2025-10-04 17:32:00;9;BAHIA/BA;1;BOTAFOGO/RJ;2;BOTAFOGO/RJ
34;30/09/2002;2025-10-04 17:32:00;10;PAYSANDU/PA;5;ATLETICO/MG;2;PAYSANDU/PA
34;30/09/2002;2025-10-04 17:32:00;11;FIGUEIRENSE/SC;2;GAMA/DF;1;FIGUEIRENSE/SC
34;30/09/2002;2025-10-04 17:32:00;12;GOIAS/GO;4;GREMIO/RS;1;GOIAS/GO
34;30/09/2002;2025-10-04 17:32:00;13;FLUMINENSE/RJ;2;GUARANI/SP;1;FLUMINENSE/RJ
34;30/09/2002;2025-10-04 17:32:00;14;SANTOS/SP;1;PALMEIRAS/SP;1;EMPATE
35;07/10/2002;2025-10-04 17:32:06;1;FLAMENGO/RJ;2;SAO PAULO/SP;3;SAO PAULO/SP
35;07/10/2002;2025-10-04 17:32:06;2;BOTAFOGO/RJ;1;SAO CAETANO/SP;1;EMPATE
